Province/State,Region,Lat,Long,Date,Count,WHORegion
,Greece,39.0742,21.8243,4/6/20,1407,Europe
,Guatemala,15.7835,-90.2308,4/6/20,52,Americas
,Guinea,9.9456,-9.6966,4/6/20,123,Africa
,Guyana,4.860416,-58.93018,4/6/20,19,Americas
,Haiti,18.9712,-72.2852,4/6/20,23,Americas
,Holy See,41.9029,12.4534,4/6/20,7,Europe
,Honduras,15.2,-86.2419,4/6/20,270,Americas
,Hungary,47.1625,19.5033,4/6/20,639,Europe
,Iceland,64.9631,-19.0208,4/6/20,1096,Europe
,India,20.593684,78.96288,4/6/20,4267,South-East Asia
,Indonesia,-0.7893,113.9213,4/6/20,2090,South-East Asia
,Iran,32.427908,53.688046,4/6/20,32525,Eastern Mediterranean
,Iraq,33.223191,43.679291,4/6/20,623,Eastern Mediterranean
,Ireland,53.1424,-7.6921,4/6/20,5165,Europe
,Israel,31.046051,34.851612,4/6/20,8262,Europe
,Italy,41.87194,12.56738,4/6/20,93187,Europe
,Jamaica,18.1096,-77.2975,4/6/20,47,Americas
,Japan,36.204824,138.252924,4/6/20,3439,Western Pacific
,Jordan,31.24,36.51,4/6/20,217,Eastern Mediterranean
,Kazakhstan,48.0196,66.9237,4/6/20,610,Europe
,Kenya,-0.0236,37.9062,4/6/20,148,Africa
,South Korea,35.907757,127.766922,4/6/20,3500,Western Pacific
,Kuwait,29.31166,47.481766,4/6/20,561,Eastern Mediterranean
,Kyrgyzstan,41.20438,74.766098,4/6/20,179,Europe
,Latvia,56.8796,24.6032,4/6/20,525,Europe
,Lebanon,33.8547,35.8623,4/6/20,462,Eastern Mediterranean
,Liberia,6.428055,-9.429499,4/6/20,8,Africa
,Liechtenstein,47.14,9.55,4/6/20,18,Europe
,Lithuania,55.1694,23.8813,4/6/20,820,Europe
,Luxembourg,49.8153,6.1296,4/6/20,2302,Europe
,Madagascar,-18.766947,46.869107,4/6/20,80,Africa
,Malaysia,4.210484,101.975766,4/6/20,2490,Western Pacific
,Maldives,3.2028,73.2207,4/6/20,6,South-East Asia
,Malta,35.9375,14.3754,4/6/20,236,Europe
,Mauritania,21.0079,-10.9408,4/6/20,3,Africa
,Mauritius,-20.348404,57.552152,4/6/20,230,Africa
,Mexico,23.6345,-102.5528,4/6/20,1681,Americas
,Moldova,47.4116,28.3699,4/6/20,909,Europe
,Monaco,43.7333,7.4167,4/6/20,72,Europe
,Mongolia,46.8625,103.8467,4/6/20,13,Western Pacific
,Montenegro,42.708678,19.37439,4/6/20,230,Europe
,Morocco,31.7917,-7.0926,4/6/20,959,Eastern Mediterranean
,Namibia,-22.9576,18.4904,4/6/20,13,Africa
,Nepal,28.1667,84.25,4/6/20,8,South-East Asia
Aruba,Netherlands,12.5211,-69.9683,4/6/20,69,Europe
Curacao,Netherlands,12.1696,-68.99,4/6/20,7,Europe
Sint Maarten,Netherlands,18.0425,-63.0548,4/6/20,30,Europe
,Netherlands,52.1326,5.2913,4/6/20,16936,Europe
,New Zealand,-40.9006,174.886,4/6/20,929,Western Pacific
,Nicaragua,12.865416,-85.207229,4/6/20,5,Americas
,Niger,17.607789,8.081666,4/6/20,217,Africa
,Nigeria,9.082,8.6753,4/6/20,198,Africa
,North Macedonia,41.6086,21.7453,4/6/20,517,Europe
,Norway,60.472,8.4689,4/6/20,5757,Europe
,Oman,21.512583,55.923255,4/6/20,268,Eastern Mediterranean
,Pakistan,30.3753,69.3451,4/6/20,3549,Eastern Mediterranean
,Panama,8.538,-80.7821,4/6/20,1921,Americas
,Papua New Guinea,-6.314993,143.95555,4/6/20,2,Western Pacific
,Paraguay,-23.4425,-58.4438,4/6/20,96,Americas
,Peru,-9.19,-75.0152,4/6/20,1472,Americas
,Philippines,12.879721,121.774017,4/6/20,3424,Western Pacific
,Poland,51.9194,19.1451,4/6/20,4144,Europe
,Portugal,39.3999,-8.2245,4/6/20,11279,Europe
,Qatar,25.3548,51.1839,4/6/20,1697,Eastern Mediterranean
,Romania,45.9432,24.9668,4/6/20,3475,Europe
,Russia,61.52401,105.318756,4/6/20,5890,Europe
,Rwanda,-1.9403,29.8739,4/6/20,101,Africa
,Saint Lucia,13.9094,-60.9789,4/6/20,13,Americas
,Saint Vincent and the Grenadines,12.9843,-61.2872,4/6/20,6,Americas
,San Marino,43.9424,12.4578,4/6/20,199,Europe
,Saudi Arabia,23.885942,45.079162,4/6/20,2016,Eastern Mediterranean
,Senegal,14.4974,-14.4524,4/6/20,132,Africa
,Serbia,44.0165,21.0059,4/6/20,2142,Europe
,Seychelles,-4.6796,55.492,4/6/20,11,Africa
,Singapore,1.2833,103.8333,4/6/20,1025,Western Pacific
,Slovakia,48.669,19.699,4/6/20,524,Europe
,Slovenia,46.1512,14.9955,4/6/20,889,Europe
,Somalia,5.152149,46.199616,4/6/20,6,Eastern Mediterranean
,South Africa,-30.5595,22.9375,4/6/20,1579,Africa
,Spain,40.463667,-3.74922,4/6/20,82897,Europe
,Sri Lanka,7.873054,80.771797,4/6/20,135,South-East Asia
,Sudan,12.8628,30.2176,4/6/20,8,Eastern Mediterranean
,Suriname,3.9193,-56.0278,4/6/20,9,Americas
,Sweden,60.128161,18.643501,4/6/20,6729,Europe
,Switzerland,46.8182,8.2275,4/6/20,12836,Europe
,Taiwan*,23.7,121,4/6/20,311,Western Pacific
,Tanzania,-6.369028,34.888822,4/6/20,20,Africa
,Thailand,15.870032,100.992541,4/6/20,1401,South-East Asia
,Togo,8.6195,0.8248,4/6/20,32,Africa
,Trinidad and Tobago,10.6918,-61.2225,4/6/20,96,Americas
,Tunisia,33.886917,9.537499,4/6/20,569,Eastern Mediterranean
,Turkey,38.9637,35.2433,4/6/20,28242,Europe
,Uganda,1.373333,32.290275,4/6/20,52,Africa
,Ukraine,48.3794,31.1656,4/6/20,1253,Europe
,United Arab Emirates,23.424076,53.847818,4/6/20,1898,Eastern Mediterranean
Bermuda,United Kingdom,32.3078,-64.7505,4/6/20,20,Europe
Cayman Islands,United Kingdom,19.3133,-81.2546,4/6/20,37,Europe
Channel Islands,United Kingdom,49.3723,-2.3644,4/6/20,289,Europe
Gibraltar,United Kingdom,36.1408,-5.3536,4/6/20,57,Europe
Isle of Man,United Kingdom,54.2361,-4.5481,4/6/20,83,Europe
Montserrat,United Kingdom,16.742498,-62.187366,4/6/20,6,Europe
,United Kingdom,55.3781,-3.436,4/6/20,59498,Europe
,Uruguay,-32.5228,-55.7658,4/6/20,286,Americas
,US,40,-100,4/6/20,333496,Americas
,Uzbekistan,41.377491,64.585262,4/6/20,425,Europe
,Venezuela,6.4238,-66.5897,4/6/20,93,Americas
,Vietnam,14.058324,108.277199,4/6/20,150,Western Pacific
,Zambia,-13.133897,27.849332,4/6/20,33,Africa
,Zimbabwe,-19.015438,29.154857,4/6/20,9,Africa
,Dominica,15.415,-61.371,4/6/20,14,Americas
,Grenada,12.1165,-61.679,4/6/20,12,Americas
,Mozambique,-18.665695,35.529562,4/6/20,10,Africa
,Syria,34.802075,38.996815,4/6/20,17,Eastern Mediterranean
,Timor-Leste,-8.874217,125.727539,4/6/20,1,South-East Asia
,Belize,17.1899,-88.4976,4/6/20,6,Americas
,Laos,19.85627,102.495496,4/6/20,12,Western Pacific
,Libya,26.3351,17.228331,4/6/20,17,Eastern Mediterranean
,West Bank and Gaza,31.9522,35.2332,4/6/20,229,Eastern Mediterranean
,Guinea-Bissau,11.8037,-15.1804,4/6/20,18,Africa
,Mali,17.570692,-3.996166,4/6/20,33,Africa
,Saint Kitts and Nevis,17.357822,-62.782998,4/6/20,10,Americas
Northwest Territories,Canada,64.8255,-124.8457,4/6/20,5,Americas
Yukon,Canada,64.2823,-135,4/6/20,6,Americas
,Kosovo,42.602636,20.902977,4/6/20,121,Europe
,Burma,21.9162,95.956,4/6/20,21,South-East Asia
Anguilla,United Kingdom,18.2206,-63.0686,4/6/20,3,Europe
British Virgin Islands,United Kingdom,18.4207,-64.64,4/6/20,3,Europe
Turks and Caicos Islands,United Kingdom,21.694,-71.7979,4/6/20,7,Europe
,Botswana,-22.3285,24.6849,4/6/20,5,Africa
,Burundi,-3.3731,29.9189,4/6/20,3,Africa
,Sierra Leone,8.460555,-11.779889,4/6/20,6,Africa
,Malawi,-13.2543,34.3015,4/6/20,5,Africa
Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,4/6/20,2,Europe
Saint Pierre and Miquelon,France,46.8852,-56.3159,4/6/20,1,Europe
,South Sudan,6.877,31.307,4/6/20,1,Africa
,Western Sahara,24.2155,-12.8858,4/6/20,4,Africa
,Sao Tome and Principe,0.1864,6.6131,4/6/20,4,Africa
,Yemen,15.552727,48.516388,4/6/20,0,Eastern Mediterranean
,Comoros,-11.6455,43.3333,4/6/20,0,Africa
,Tajikistan,38.861,71.2761,4/6/20,0,Europe
,Lesotho,-29.61,28.2336,4/6/20,0,Africa
,Afghanistan,33.93911,67.709953,4/7/20,391,Eastern Mediterranean
,Albania,41.1533,20.1683,4/7/20,230,Europe
,Algeria,28.0339,1.6596,4/7/20,1162,Africa
,Andorra,42.5063,1.5218,4/7/20,484,Europe
,Angola,-11.2027,17.8739,4/7/20,13,Africa
,Antigua and Barbuda,17.0608,-61.7964,4/7/20,18,Americas
,Argentina,-38.4161,-63.6167,4/7/20,1234,Americas
,Armenia,40.0691,45.0382,4/7/20,758,Europe
Australian Capital Territory,Australia,-35.4735,149.0124,4/7/20,54,Western Pacific
New South Wales,Australia,-33.8688,151.2093,4/7/20,2661,Western Pacific
Northern Territory,Australia,-12.4634,130.8456,4/7/20,26,Western Pacific
Queensland,Australia,-27.4698,153.0251,4/7/20,757,Western Pacific
South Australia,Australia,-34.9285,138.6007,4/7/20,357,Western Pacific
Tasmania,Australia,-42.8821,147.3272,4/7/20,61,Western Pacific
Victoria,Australia,-37.8136,144.9631,4/7/20,560,Western Pacific
Western Australia,Australia,-31.9505,115.8605,4/7/20,294,Western Pacific
,Austria,47.5162,14.5501,4/7/20,8350,Europe
,Azerbaijan,40.1431,47.5769,4/7/20,665,Europe
,Bahamas,25.025885,-78.035889,4/7/20,22,Americas
,Bahrain,26.0275,50.55,4/7/20,348,Eastern Mediterranean
,Bangladesh,23.685,90.3563,4/7/20,114,South-East Asia
,Barbados,13.1939,-59.5432,4/7/20,54,Americas
,Belarus,53.7098,27.9534,4/7/20,794,Europe
,Belgium,50.8333,4.469936,4/7/20,16002,Europe
,Benin,9.3077,2.3158,4/7/20,20,Africa
,Bhutan,27.5142,90.4336,4/7/20,3,South-East Asia
,Bolivia,-16.2902,-63.5887,4/7/20,178,Americas
,Bosnia and Herzegovina,43.9159,17.6791,4/7/20,663,Europe
,Brazil,-14.235,-51.9253,4/7/20,13221,Americas
,Brunei,4.5353,114.7277,4/7/20,49,Western Pacific
,Bulgaria,42.7339,25.4858,4/7/20,512,Europe
,Burkina Faso,12.2383,-1.5616,4/7/20,238,Africa
,Cabo Verde,16.5388,-23.0418,4/7/20,5,Africa
,Cambodia,11.55,104.9167,4/7/20,57,Western Pacific
,Cameroon,3.848,11.5021,4/7/20,606,Africa
Alberta,Canada,53.9333,-116.5765,4/7/20,1349,Americas
British Columbia,Canada,53.7267,-127.6476,4/7/20,1227,Americas
Manitoba,Canada,53.7609,-98.8139,4/7/20,214,Americas
New Brunswick,Canada,46.5653,-66.4619,4/7/20,105,Americas
Newfoundland and Labrador,Canada,53.1355,-57.6604,4/7/20,227,Americas
Nova Scotia,Canada,44.682,-63.7443,4/7/20,309,Americas
Ontario,Canada,51.2538,-85.3232,4/7/20,4573,Americas
Prince Edward Island,Canada,46.5107,-63.4168,4/7/20,22,Americas
Quebec,Canada,52.9399,-73.5491,4/7/20,9190,Americas
Saskatchewan,Canada,52.9399,-106.4509,4/7/20,257,Americas
,Central African Republic,6.6111,20.9394,4/7/20,8,Africa
,Chad,15.4542,18.7322,4/7/20,8,Africa
,Chile,-35.6751,-71.543,4/7/20,4369,Americas
Anhui,China,31.8257,117.2264,4/7/20,0,Western Pacific
Beijing,China,40.1824,116.4142,4/7/20,131,Western Pacific
Chongqing,China,30.0572,107.874,4/7/20,3,Western Pacific
Fujian,China,26.0789,117.9874,4/7/20,45,Western Pacific
Gansu,China,35.7518,104.2861,4/7/20,5,Western Pacific
Guangdong,China,23.3417,113.4244,4/7/20,124,Western Pacific
Guangxi,China,23.8298,108.7881,4/7/20,0,Western Pacific
Guizhou,China,26.8154,106.8748,4/7/20,0,Western Pacific
Hainan,China,19.1959,109.7453,4/7/20,0,Western Pacific
Hebei,China,39.549,116.1306,4/7/20,321,Western Pacific
Heilongjiang,China,47.862,127.7615,4/7/20,62,Western Pacific
Henan,China,37.8957,114.9042,4/7/20,1254,Western Pacific
Hong Kong,China,22.3,114.2,4/7/20,715,Western Pacific
Hubei,China,30.9756,112.2707,4/7/20,518,Western Pacific
Hunan,China,27.6104,111.7088,4/7/20,1,Western Pacific
Inner Mongolia,China,44.0935,113.9448,4/7/20,46,Western Pacific
Jiangsu,China,32.9711,119.455,4/7/20,18,Western Pacific
Jiangxi,China,27.614,115.7221,4/7/20,1,Western Pacific
Jilin,China,43.6661,126.1923,4/7/20,5,Western Pacific
Liaoning,China,41.2956,122.6085,4/7/20,12,Western Pacific
Macau,China,22.1667,113.55,4/7/20,34,Western Pacific
Ningxia,China,37.2692,106.1655,4/7/20,0,Western Pacific
Qinghai,China,35.7452,95.9956,4/7/20,0,Western Pacific
Shaanxi,China,35.1917,108.8701,4/7/20,7,Western Pacific
Shandong,China,36.3427,118.1498,4/7/20,19,Western Pacific
Shanghai,China,31.202,121.4491,4/7/20,126,Western Pacific
Shanxi,China,37.5777,112.2922,4/7/20,5,Western Pacific
Sichuan,China,30.6171,102.7103,4/7/20,16,Western Pacific
Tianjin,China,39.3054,117.323,4/7/20,26,Western Pacific
Tibet,China,31.6927,88.0924,4/7/20,0,Western Pacific
Xinjiang,China,41.1129,85.2401,4/7/20,0,Western Pacific
Yunnan,China,24.974,101.487,4/7/20,9,Western Pacific
Zhejiang,China,29.1832,120.0934,4/7/20,34,Western Pacific
,Colombia,4.5709,-74.2973,4/7/20,1630,Americas
,Congo (Brazzaville),-0.228,15.8277,4/7/20,38,Africa
,Congo (Kinshasa),-4.0383,21.7587,4/7/20,153,Africa
,Costa Rica,9.7489,-83.7534,4/7/20,457,Americas
,Cote d'Ivoire,7.54,-5.5471,4/7/20,305,Africa
,Croatia,45.1,15.2,4/7/20,1097,Europe
,Cuba,21.521757,-77.781167,4/7/20,358,Americas
,Cyprus,35.1264,33.4299,4/7/20,438,Europe
,Czechia,49.8175,15.473,4/7/20,4757,Europe
Faroe Islands,Denmark,61.8926,-6.9118,4/7/20,64,Europe
Greenland,Greenland,71.7069,-42.6043,4/7/20,1,Europe
,Denmark,56.2639,9.5018,4/7/20,3377,Europe
,Djibouti,11.8251,42.5903,4/7/20,81,Eastern Mediterranean
,Dominican Republic,18.7357,-70.1627,4/7/20,1822,Americas
,Ecuador,-1.8312,-78.1834,4/7/20,3456,Americas
,Egypt,26.820553,30.802498,4/7/20,1080,Eastern Mediterranean
,El Salvador,13.7942,-88.8965,4/7/20,69,Americas
,Equatorial Guinea,1.6508,10.2679,4/7/20,13,Africa
,Eritrea,15.1794,39.7823,4/7/20,31,Africa
,Estonia,58.5953,25.0136,4/7/20,1059,Europe
,Eswatini,-26.5225,31.4659,4/7/20,6,Africa
,Ethiopia,9.145,40.4897,4/7/20,46,Africa
,Fiji,-17.7134,178.065,4/7/20,15,Western Pacific
,Finland,61.92411,25.748151,4/7/20,1974,Europe
French Guiana,France,3.9339,-53.1258,4/7/20,38,Europe
French Polynesia,France,-17.6797,149.4068,4/7/20,47,Europe
Guadeloupe,France,16.265,-61.551,4/7/20,101,Europe
Mayotte,France,-12.8275,45.166244,4/7/20,147,Europe
New Caledonia,France,-20.904305,165.618042,4/7/20,17,Europe
Reunion,France,-21.1151,55.5364,4/7/20,318,Europe
Saint Barthelemy,France,17.9,-62.8333,4/7/20,5,Europe
St Martin,France,18.0708,-63.0501,4/7/20,23,Europe
Martinique,France,14.6415,-61.0242,4/7/20,98,Europe
,France,46.2276,2.2137,4/7/20,48502,Europe
,Gabon,-0.8037,11.6094,4/7/20,28,Africa
,Gambia,13.4432,-15.3101,4/7/20,1,Africa
,Georgia,42.3154,43.3569,4/7/20,147,Europe
,Germany,51.165691,10.451526,4/7/20,69566,Europe
,Ghana,7.9465,-1.0232,4/7/20,251,Africa
,Greece,39.0742,21.8243,4/7/20,1482,Europe
,Guatemala,15.7835,-90.2308,4/7/20,57,Americas
,Guinea,9.9456,-9.6966,4/7/20,139,Africa
,Guyana,4.860416,-58.93018,4/7/20,20,Americas
,Haiti,18.9712,-72.2852,4/7/20,24,Americas
,Holy See,41.9029,12.4534,4/7/20,7,Europe
,Honduras,15.2,-86.2419,4/7/20,277,Americas
,Hungary,47.1625,19.5033,4/7/20,699,Europe
,Iceland,64.9631,-19.0208,4/7/20,1021,Europe
,India,20.593684,78.96288,4/7/20,4740,South-East Asia
,Indonesia,-0.7893,113.9213,4/7/20,2313,South-East Asia
,Iran,32.427908,53.688046,4/7/20,31678,Eastern Mediterranean
,Iraq,33.223191,43.679291,4/7/20,684,Eastern Mediterranean
,Ireland,53.1424,-7.6921,4/7/20,5474,Europe
,Israel,31.046051,34.851612,4/7/20,8413,Europe
,Italy,41.87194,12.56738,4/7/20,94067,Europe
,Jamaica,18.1096,-77.2975,4/7/20,52,Americas
,Japan,36.204824,138.252924,4/7/20,3795,Western Pacific
,Jordan,31.24,36.51,4/7/20,209,Eastern Mediterranean
,Kazakhstan,48.0196,66.9237,4/7/20,640,Europe
,Kenya,-0.0236,37.9062,4/7/20,159,Africa
,South Korea,35.907757,127.766922,4/7/20,3445,Western Pacific
,Kuwait,29.31166,47.481766,4/7/20,637,Eastern Mediterranean
,Kyrgyzstan,41.20438,74.766098,4/7/20,191,Europe
,Latvia,56.8796,24.6032,4/7/20,530,Europe
,Lebanon,33.8547,35.8623,4/7/20,467,Eastern Mediterranean
,Liberia,6.428055,-9.429499,4/7/20,8,Africa
,Liechtenstein,47.14,9.55,4/7/20,16,Europe
,Lithuania,55.1694,23.8813,4/7/20,857,Europe
,Luxembourg,49.8153,6.1296,4/7/20,2426,Europe
,Madagascar,-18.766947,46.869107,4/7/20,81,Africa
,Malaysia,4.210484,101.975766,4/7/20,2579,Western Pacific
,Maldives,3.2028,73.2207,4/7/20,6,South-East Asia
,Malta,35.9375,14.3754,4/7/20,288,Europe
,Mauritania,21.0079,-10.9408,4/7/20,3,Africa
,Mauritius,-20.348404,57.552152,4/7/20,253,Africa
,Mexico,23.6345,-102.5528,4/7/20,2011,Americas
,Moldova,47.4116,28.3699,4/7/20,994,Europe
,Monaco,43.7333,7.4167,4/7/20,74,Europe
,Mongolia,46.8625,103.8467,4/7/20,11,Western Pacific
,Montenegro,42.708678,19.37439,4/7/20,235,Europe
,Morocco,31.7917,-7.0926,4/7/20,1001,Eastern Mediterranean
,Namibia,-22.9576,18.4904,4/7/20,13,Africa
,Nepal,28.1667,84.25,4/7/20,8,South-East Asia
Aruba,Netherlands,12.5211,-69.9683,4/7/20,60,Europe
Curacao,Netherlands,12.1696,-68.99,4/7/20,5,Europe
Sint Maarten,Netherlands,18.0425,-63.0548,4/7/20,33,Europe
,Netherlands,52.1326,5.2913,4/7/20,17479,Europe
,New Zealand,-40.9006,174.886,4/7/20,918,Western Pacific
,Nicaragua,12.865416,-85.207229,4/7/20,5,Americas
,Niger,17.607789,8.081666,4/7/20,241,Africa
,Nigeria,9.082,8.6753,4/7/20,204,Africa
,North Macedonia,41.6086,21.7453,4/7/20,543,Europe
,Norway,60.472,8.4689,4/7/20,5965,Europe
,Oman,21.512583,55.923255,4/7/20,302,Eastern Mediterranean
,Pakistan,30.3753,69.3451,4/7/20,3735,Eastern Mediterranean
,Panama,8.538,-80.7821,4/7/20,2031,Americas
,Papua New Guinea,-6.314993,143.95555,4/7/20,2,Western Pacific
,Paraguay,-23.4425,-58.4438,4/7/20,95,Americas
,Peru,-9.19,-75.0152,4/7/20,1546,Americas
,Philippines,12.879721,121.774017,4/7/20,3503,Western Pacific
,Poland,51.9194,19.1451,4/7/20,4528,Europe
,Portugal,39.3999,-8.2245,4/7/20,11913,Europe
,Qatar,25.3548,51.1839,4/7/20,1901,Eastern Mediterranean
,Romania,45.9432,24.9668,4/7/20,3760,Europe
,Russia,61.52401,105.318756,4/7/20,6945,Europe
,Rwanda,-1.9403,29.8739,4/7/20,98,Africa
,Saint Lucia,13.9094,-60.9789,4/7/20,13,Americas
,Saint Vincent and the Grenadines,12.9843,-61.2872,4/7/20,7,Americas
,San Marino,43.9424,12.4578,4/7/20,205,Europe
,Saudi Arabia,23.885942,45.079162,4/7/20,2139,Eastern Mediterranean
,Senegal,14.4974,-14.4524,4/7/20,130,Africa
,Serbia,44.0165,21.0059,4/7/20,2386,Europe
,Seychelles,-4.6796,55.492,4/7/20,11,Africa
,Singapore,1.2833,103.8333,4/7/20,1098,Western Pacific
,Slovakia,48.669,19.699,4/7/20,566,Europe
,Slovenia,46.1512,14.9955,4/7/20,921,Europe
,Somalia,5.152149,46.199616,4/7/20,7,Eastern Mediterranean
,South Africa,-30.5595,22.9375,4/7/20,1641,Africa
,Spain,40.463667,-3.74922,4/7/20,84689,Europe
,Sri Lanka,7.873054,80.771797,4/7/20,137,South-East Asia
,Sudan,12.8628,30.2176,4/7/20,10,Eastern Mediterranean
,Suriname,3.9193,-56.0278,4/7/20,9,Americas
,Sweden,60.128161,18.643501,4/7/20,7102,Europe
,Switzerland,46.8182,8.2275,4/7/20,12728,Europe
,Taiwan*,23.7,121,4/7/20,314,Western Pacific
,Tanzania,-6.369028,34.888822,4/7/20,18,Africa
,Thailand,15.870032,100.992541,4/7/20,1343,South-East Asia
,Togo,8.6195,0.8248,4/7/20,39,Africa
,Trinidad and Tobago,10.6918,-61.2225,4/7/20,98,Americas
,Tunisia,33.886917,9.537499,4/7/20,575,Eastern Mediterranean
,Turkey,38.9637,35.2433,4/7/20,31802,Europe
,Uganda,1.373333,32.290275,4/7/20,52,Africa
,Ukraine,48.3794,31.1656,4/7/20,1389,Europe
,United Arab Emirates,23.424076,53.847818,4/7/20,2161,Eastern Mediterranean
Bermuda,United Kingdom,32.3078,-64.7505,4/7/20,20,Europe
Cayman Islands,United Kingdom,19.3133,-81.2546,4/7/20,38,Europe
Channel Islands,United Kingdom,49.3723,-2.3644,4/7/20,294,Europe
Gibraltar,United Kingdom,36.1408,-5.3536,4/7/20,53,Europe
Isle of Man,United Kingdom,54.2361,-4.5481,4/7/20,76,Europe
Montserrat,United Kingdom,16.742498,-62.187366,4/7/20,9,Europe
,United Kingdom,55.3781,-3.436,4/7/20,63910,Europe
,Uruguay,-32.5228,-55.7658,4/7/20,267,Americas
,US,40,-100,4/7/20,359782,Americas
,Uzbekistan,41.377491,64.585262,4/7/20,488,Europe
,Venezuela,6.4238,-66.5897,4/7/20,93,Americas
,Vietnam,14.058324,108.277199,4/7/20,126,Western Pacific
,Zambia,-13.133897,27.849332,4/7/20,31,Africa
,Zimbabwe,-19.015438,29.154857,4/7/20,9,Africa
,Dominica,15.415,-61.371,4/7/20,14,Americas
,Grenada,12.1165,-61.679,4/7/20,12,Americas
,Mozambique,-18.665695,35.529562,4/7/20,10,Africa
,Syria,34.802075,38.996815,4/7/20,17,Eastern Mediterranean
,Timor-Leste,-8.874217,125.727539,4/7/20,1,South-East Asia
,Belize,17.1899,-88.4976,4/7/20,6,Americas
,Laos,19.85627,102.495496,4/7/20,14,Western Pacific
,Libya,26.3351,17.228331,4/7/20,18,Eastern Mediterranean
,West Bank and Gaza,31.9522,35.2332,4/7/20,218,Eastern Mediterranean
,Guinea-Bissau,11.8037,-15.1804,4/7/20,33,Africa
,Mali,17.570692,-3.996166,4/7/20,39,Africa
,Saint Kitts and Nevis,17.357822,-62.782998,4/7/20,11,Americas
Northwest Territories,Canada,64.8255,-124.8457,4/7/20,5,Americas
Yukon,Canada,64.2823,-135,4/7/20,7,Americas
,Kosovo,42.602636,20.902977,4/7/20,142,Europe
,Burma,21.9162,95.956,4/7/20,21,South-East Asia
Anguilla,United Kingdom,18.2206,-63.0686,4/7/20,3,Europe
British Virgin Islands,United Kingdom,18.4207,-64.64,4/7/20,3,Europe
Turks and Caicos Islands,United Kingdom,21.694,-71.7979,4/7/20,7,Europe
,Botswana,-22.3285,24.6849,4/7/20,5,Africa
,Burundi,-3.3731,29.9189,4/7/20,3,Africa
,Sierra Leone,8.460555,-11.779889,4/7/20,6,Africa
,Malawi,-13.2543,34.3015,4/7/20,7,Africa
Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,4/7/20,2,Europe
Saint Pierre and Miquelon,France,46.8852,-56.3159,4/7/20,1,Europe
,South Sudan,6.877,31.307,4/7/20,2,Africa
,Western Sahara,24.2155,-12.8858,4/7/20,4,Africa
,Sao Tome and Principe,0.1864,6.6131,4/7/20,4,Africa
,Yemen,15.552727,48.516388,4/7/20,0,Eastern Mediterranean
,Comoros,-11.6455,43.3333,4/7/20,0,Africa
,Tajikistan,38.861,71.2761,4/7/20,0,Europe
,Lesotho,-29.61,28.2336,4/7/20,0,Africa
,Afghanistan,33.93911,67.709953,4/8/20,401,Eastern Mediterranean
,Albania,41.1533,20.1683,4/8/20,224,Europe
,Algeria,28.0339,1.6596,4/8/20,1130,Africa
,Andorra,42.5063,1.5218,4/8/20,489,Europe
,Angola,-11.2027,17.8739,4/8/20,15,Africa
,Antigua and Barbuda,17.0608,-61.7964,4/8/20,17,Americas
,Argentina,-38.4161,-63.6167,4/8/20,1294,Americas
,Armenia,40.0691,45.0382,4/8/20,758,Europe
Australian Capital Territory,Australia,-35.4735,149.0124,4/8/20,57,Western Pacific
New South Wales,Australia,-33.8688,151.2093,4/8/20,2709,Western Pacific
Northern Territory,Australia,-12.4634,130.8456,4/8/20,26,Western Pacific
Queensland,Australia,-27.4698,153.0251,4/8/20,766,Western Pacific
South Australia,Australia,-34.9285,138.6007,4/8/20,360,Western Pacific
Tasmania,Australia,-42.8821,147.3272,4/8/20,69,Western Pacific
Victoria,Australia,-37.8136,144.9631,4/8/20,580,Western Pacific
Western Australia,Australia,-31.9505,115.8605,4/8/20,313,Western Pacific
,Austria,47.5162,14.5501,4/8/20,8157,Europe
,Azerbaijan,40.1431,47.5769,4/8/20,751,Europe
,Bahamas,25.025885,-78.035889,4/8/20,28,Americas
,Bahrain,26.0275,50.55,4/8/20,341,Eastern Mediterranean
,Bangladesh,23.685,90.3563,4/8/20,165,South-East Asia
,Barbados,13.1939,-59.5432,4/8/20,52,Americas
,Belarus,53.7098,27.9534,4/8/20,976,Europe
,Belgium,50.8333,4.469936,4/8/20,16482,Europe
,Benin,9.3077,2.3158,4/8/20,20,Africa
,Bhutan,27.5142,90.4336,4/8/20,3,South-East Asia
,Bolivia,-16.2902,-63.5887,4/8/20,193,Americas
,Bosnia and Herzegovina,43.9159,17.6791,4/8/20,691,Europe
,Brazil,-14.235,-51.9253,4/8/20,15224,Americas
,Brunei,4.5353,114.7277,4/8/20,43,Western Pacific
,Bulgaria,42.7339,25.4858,4/8/20,527,Europe
,Burkina Faso,12.2383,-1.5616,4/8/20,257,Africa
,Cabo Verde,16.5388,-23.0418,4/8/20,5,Africa
,Cambodia,11.55,104.9167,4/8/20,54,Western Pacific
,Cameroon,3.848,11.5021,4/8/20,660,Africa
Alberta,Canada,53.9333,-116.5765,4/8/20,1347,Americas
British Columbia,Canada,53.7267,-127.6476,4/8/20,1248,Americas
Manitoba,Canada,53.7609,-98.8139,4/8/20,214,Americas
New Brunswick,Canada,46.5653,-66.4619,4/8/20,105,Americas
